ncbi_gene_id,Index,Score,claim_name
5329,15926,0.000110098765,PLAUR
6678,21730,0.00011008272,SPARC
8878,24258,0.00011003664,SQSTM1
2251,10389,0.00010994586,FGF6
7525,18175,0.00010983067,YES1
2920,11415,0.00010980903,CXCL2
7514,19064,0.000109742985,XPO1
388,13088,0.000109576475,RHOB
7412,21414,0.000109501634,VCAM1
2264,7019,0.00010935582,FGFR4
4602,12729,0.00010935563,MYB
3280,11404,0.00010931959,HES1
10382,2124,0.00010923074,TUBB4A
840,19788,0.00010920966,CASP7
6300,16003,0.00010920217,MAPK12
2919,11653,0.00010917753,CXCL1
10628,6430,0.00010916246,TXNIP
3488,13831,0.000108915854,IGFBP5
7431,20520,0.00010886897,VIM
9261,23355,0.000108580534,MAPKAPK2
84790,20337,0.00010850644,TUBA1C
818,21344,0.00010845563,CAMK2G
3481,11914,0.000108245076,IGF2
5292,14760,0.0001082429,PIM1
8772,23536,0.00010810781,FADD
348,10099,0.00010799981,APOE
2146,6723,0.000107982814,EZH2
122706,4733,0.000107967884,PSMB11
3105,10051,0.000107930624,HLA-A
3164,10769,0.00010767998,NR4A1
4217,13327,0.00010760312,MAP3K5
4915,12680,0.000107428656,NTRK2
142,3955,0.00010735586,PARP1
2625,7566,0.00010731529,GATA3
567,16989,0.000107217784,B2M
109,3511,0.00010720011,ADCY3
2237,6026,0.00010717594,FEN1
8837,23482,0.000107155625,CFLAR
1545,5381,0.00010708904,CYP1B1
4803,12701,0.000107083695,NGF
3791,10267,0.000107081134,KDR
7297,18115,0.00010706222,TYK2
6197,16409,0.00010702669,RPS6KA3
4773,14836,0.00010700656,NFATC2
6196,19194,0.00010692541,RPS6KA2
3606,11671,0.00010689945,IL18
3456,10873,0.00010660078,IFNB1
2066,6780,0.00010642411,ERBB4
3315,9624,0.000106229505,HSPB1
3148,13506,0.00010621195,HMGB2
1435,5370,0.000106168176,CSF1
3643,10321,0.00010612277,INSR
4502,13529,0.00010611493,MT2A
2784,9500,0.000106078776,GNB3
3630,11204,0.000106066065,INS
7099,19825,0.00010597961,TLR4
5829,18874,0.0001059436,PXN
408,13249,0.00010590327,ARRB1
3326,9610,0.00010585252,HSP90AB1
3371,11680,0.00010578248,TNC
1437,4012,0.00010573428,CSF2
3570,9974,0.00010570858,IL6R
301,9531,0.00010570577,ANXA1
6348,17554,0.00010566504,CCL3
3055,10191,0.000105566156,HCK
329,10545,0.000105521605,BIRC2
10018,2913,0.000105515,BCL2L11
2908,8798,0.00010548135,NR3C1
2790,10466,0.00010539008,GNG10
3673,13019,0.00010536416,ITGA2
9212,21496,0.00010535373,AURKB
9475,22749,0.0001051119,ROCK2
1191,6044,0.00010511163,CLU
4780,12211,0.00010507484,NFE2L2
3554,10758,0.00010493893,IL1R1
9564,24452,0.00010489738,BCAR1
7334,19964,0.00010485758,UBE2N
7532,21851,0.00010474343,YWHAG
2252,8270,0.00010458369,FGF7
7083,19302,0.00010457352,TK1
203068,5924,0.00010452272,TUBB
1290,6032,0.00010443046,COL5A2
8743,23048,0.00010439983,TNFSF10
929,22568,0.00010439005,CD14
4023,12943,0.00010435635,LPL
9518,23694,0.00010428889,GDF15
5230,15247,0.00010427164,PGK1
718,19281,0.00010417267,C3
3678,14050,0.000104139195,ITGA5
302,11002,0.00010413223,ANXA2
5468,13485,0.00010412795,PPARG
1028,5439,0.00010385176,CDKN1C
5327,15782,0.00010377753,PLAT
8321,19924,0.00010350539,FZD1
701,19846,0.00010349498,BUB1B
1977,6808,0.00010338576,EIF4E
3624,13166,0.00010336284,INHBA
3676,11097,0.00010334131,ITGA4
9314,23134,0.000103324404,KLF4
2322,6980,0.00010331004,FLT3
2248,8710,0.00010330258,FGF3
2786,9907,0.000103220715,GNG4
3727,13162,0.00010307181,JUND
4683,16138,0.00010300897,NBN
3832,10956,0.00010297785,KIF11
1289,6022,0.000102852115,COL5A1
5533,16942,0.00010275072,PPP3CC
5588,15170,0.00010260591,PRKCQ
1604,5772,0.00010247109,CD55
29127,9074,0.000102460726,RACGAP1
3133,11375,0.00010237903,HLA-E
112,4390,0.00010232736,ADCY6
6515,20715,0.000102312544,SLC2A3
3459,11536,0.00010230915,IFNGR1
2788,11993,0.000102264035,GNG7
7321,21880,0.0001022597,UBE2D1
9232,24515,0.00010220551,PTTG1
5888,18908,0.00010214455,RAD51
22943,8942,0.0001021445,DKK1
81027,19686,0.00010214296,TUBB1
3949,11674,0.000102136844,LDLR
6279,20597,0.0001021134,S100A8
87,24822,0.000102011916,ACTN1
5528,17184,0.00010199648,PPP2R5D
3106,10056,0.00010199622,HLA-B
4082,14521,0.00010199114,MARCKS
3693,10162,0.00010192896,ITGB5
1847,8551,0.000101902246,DUSP5
8795,21143,0.000101893245,TNFRSF10B
4288,13577,0.00010185639,MKI67
3912,13814,0.00010183869,LAMB1
7249,20569,0.0001017841,TSC2
928,22633,0.00010178044,CD9
2889,11115,0.00010171733,RAPGEF1
694,19970,0.000101698446,BTG1
2887,12759,0.000101698315,GRB10
8140,20836,0.00010158901,SLC7A5
578,16710,0.00010157961,BAK1
3559,10420,0.00010154048,IL2RA
3586,11637,0.00010152247,IL10
948,23925,0.00010150643,CD36
7097,18593,0.00010141966,TLR2
7049,20333,0.00010141194,TGFBR3
1969,6465,0.0001013591,EPHA2
3565,10480,0.00010129293,IL4
121504,3609,0.000101287624,H4C16
113457,3369,0.00010125798,TUBA3D
5427,13762,0.0001012432,POLE2
6382,17201,0.00010121913,SDC1
3939,12477,0.000101217796,LDHA
29110,10034,0.00010111559,TBK1
114,4597,0.00010108561,ADCY8
2149,5887,0.000101071,F2R
3659,14155,0.00010106201,IRF1
7424,18710,0.00010095187,VEGFC
2792,10439,0.000100948266,GNGT1
650,19406,0.0001008424,BMP2
112714,2956,0.00010083506,TUBA3E
995,22473,0.00010067854,CDC25C
5563,15873,0.00010063767,PRKAA2
54541,14329,0.00010063689,DDIT4
3487,13904,0.000100583464,IGFBP4
5610,17596,0.00010058303,EIF2AK2
5788,15746,0.000100512036,PTPRC
8850,22190,0.000100316865,KAT2B
2023,9153,0.00010022828,ENO1
8312,23360,0.00010022208,AXIN1
1719,5256,0.00010021952,DHFR
7465,19953,0.00010019632,WEE1
59,16816,0.00010017708,ACTA2
3575,11218,0.00010004824,IL7R
2782,7980,0.0001000142,GNB1
440,14741,0.00010000045,ASNS
8324,20832,9.998428e-05,FZD7
64223,20042,9.987882e-05,MLST8
1031,4911,9.984611e-05,CDKN2C
5163,13683,9.9845805e-05,PDK1
3117,10080,9.97425e-05,HLA-DQA1
3689,10895,9.9735254e-05,ITGB2
108,2832,9.971118e-05,ADCY2
604,16471,9.965676e-05,BCL6
3918,12243,9.965369e-05,LAMC2
5581,15095,9.9642355e-05,PRKCE
4843,12310,9.9610224e-05,NOS2
409,13260,9.960677e-05,ARRB2
3146,11271,9.9511104e-05,HMGB1
1508,5651,9.9441764e-05,CTSB
8204,23548,9.935722e-05,NRIP1
1495,6279,9.934063e-05,CTNNA1
5371,14210,9.925841e-05,PML
8061,22668,9.923207e-05,FOSL1
7295,20154,9.921742e-05,TXN
4914,12608,9.919881e-05,NTRK1
8648,22190,9.9179444e-05,NCOA1
5063,16695,9.9117075e-05,PAK3
1287,5539,9.907418e-05,COL4A5
9768,23612,9.905363e-05,PCLAF
3566,11125,9.899197e-05,IL4R
4314,12206,9.899049e-05,MMP3
4000,11643,9.895224e-05,LMNA
3122,11147,9.894203e-05,HLA-DRA
216,6164,9.8941964e-05,ALDH1A1
3123,10628,9.8905526e-05,HLA-DRB1
3020,13603,9.8899254e-05,H3-3A
10672,6101,9.8897806e-05,GNA13
1291,6241,9.889664e-05,COL6A1
8829,22414,9.887199e-05,NRP1
597,17217,9.884249e-05,BCL2A1
2114,8377,9.8838056e-05,ETS2
2535,7510,9.882161e-05,FZD2
5598,16383,9.8800345e-05,MAPK7
5518,13891,9.877988e-05,PPP2R1A
3661,13945,9.87795e-05,IRF3
6199,17913,9.8751036e-05,RPS6KB2
6364,20506,9.866095e-05,CCL20
1728,5282,9.852363e-05,NQO1
3304,13550,9.85173e-05,HSPA1B
2171,6894,9.850001e-05,FABP5
3925,13275,9.841689e-05,STMN1
1906,5260,9.841188e-05,EDN1
2180,8670,9.838095e-05,ACSL1
1326,7236,9.833111e-05,MAP3K8
5770,16390,9.818543e-05,PTPN1
942,23508,9.817321e-05,CD86
580,15527,9.806709e-05,BARD1
7058,21631,9.802731e-05,THBS2
4092,12330,9.7997276e-05,SMAD7
5534,18118,9.795186e-05,PPP3R1
8945,25140,9.792587e-05,BTRC
347688,10042,9.788729e-05,TUBB8
1292,5570,9.78431e-05,COL6A2
940,22675,9.778514e-05,CD28
7296,19008,9.776266e-05,TXNRD1
3915,12852,9.76781e-05,LAMC1
7421,18009,9.7677395e-05,VDR
2012,6246,9.767691e-05,EMP1
1965,7336,9.7608776e-05,EIF2S1
6647,19922,9.75536e-05,SOD1
5424,15597,9.754912e-05,POLD1
4137,11477,9.749864e-05,MAPT
1050,3526,9.749334e-05,CEBPA
54205,13284,9.7462e-05,CYCS
4907,14028,9.743214e-05,NT5E
3674,10207,9.74305e-05,ITGA2B
4436,13253,9.739907e-05,MSH2
5055,16944,9.7359676e-05,SERPINB2
545,13955,9.734241e-05,ATR
3728,14257,9.721068e-05,JUP
5425,14588,9.715837e-05,POLD2
2254,5960,9.7150914e-05,FGF9
102,2655,9.710878e-05,ADAM10
1020,1718,9.710868e-05,CDK5
10714,3432,9.707074e-05,POLD3
6383,20601,9.706472e-05,SDC2
5337,15330,9.700564e-05,PLD1
3398,9507,9.700234e-05,ID2
3958,12949,9.699361e-05,LGALS3
10135,3100,9.6966985e-05,NAMPT
695,17394,9.6933676e-05,BTK
6566,19486,9.692404e-05,SLC16A1
7534,17981,9.690973e-05,YWHAZ
994,24062,9.689728e-05,CDC25B
23636,10341,9.6812146e-05,NUP62
4846,13062,9.67551e-05,NOS3
1075,2248,9.6732794e-05,CTSC
7052,17558,9.672306e-05,TGM2
27006,9448,9.6709955e-05,FGF22
5663,16398,9.6699616e-05,PSEN1
3910,13493,9.66986e-05,LAMA4
5376,14813,9.668701e-05,PMP22
3490,13330,9.66454e-05,IGFBP7
6351,15975,9.663889e-05,CCL4
1022,2397,9.662191e-05,CDK7
5734,16117,9.659369e-05,PTGER4
641,16291,9.656074e-05,BLM
3956,12658,9.6553966e-05,LGALS1
10769,5973,9.650071e-05,PLK2
1293,4093,9.631086e-05,COL6A3
3099,10225,9.629929e-05,HK2
9641,24569,9.628908e-05,IKBKE
920,21173,9.622937e-05,CD4
2745,10442,9.616171e-05,GLRX
10912,5200,9.615586e-05,GADD45G
7341,18574,9.612092e-05,SUMO1
5562,14568,9.610911e-05,PRKAA1
5979,16338,9.60319e-05,RET
4060,13899,9.6030875e-05,LUM
4869,13546,9.592081e-05,NPM1
4860,13714,9.590995e-05,PNP
6240,16125,9.590184e-05,RRM1
814,23400,9.5875635e-05,CAMK4
1000,3113,9.5798496e-05,CDH2
6711,18203,9.578275e-05,SPTBN1
915,22614,9.5748816e-05,CD3D
9972,25845,9.5688956e-05,NUP153
5591,16895,9.56884e-05,PRKDC
4804,13843,9.5688156e-05,NGFR
685,19106,9.562778e-05,BTC
2200,9765,9.5497315e-05,FBN1
860,24856,9.543987e-05,RUNX2
3560,11939,9.542618e-05,IL2RB
2316,9487,9.5414776e-05,FLNA
2690,8719,9.539204e-05,GHR
57761,17048,9.531534e-05,TRIB3
667,21112,9.5309e-05,DST
1452,4818,9.529051e-05,CSNK1A1
7329,18677,9.5197705e-05,UBE2I
7430,20701,9.5192874e-05,EZR
1509,8449,9.5184245e-05,CTSD
4638,13777,9.5162824e-05,MYLK
57804,16891,9.51472e-05,POLD4
2767,8554,9.513173e-05,GNA11
5557,15770,9.504495e-05,PRIM1
3309,11186,9.500791e-05,HSPA5
2034,8435,9.500441e-05,EPAS1
5062,12323,9.497743e-05,PAK2
4751,13798,9.497125e-05,NEK2
2253,5959,9.494277e-05,FGF8
1280,6304,9.488418e-05,COL2A1
6868,18374,9.4843395e-05,ADAM17
111,5282,9.479243e-05,ADCY5
3672,14559,9.4783114e-05,ITGA1
7133,18465,9.475324e-05,TNFRSF1B
1062,4663,9.4730225e-05,CENPE
6597,19206,9.4728886e-05,SMARCA4
57122,19137,9.471177e-05,NUP107
2194,7254,9.467706e-05,FASN
2266,8190,9.4654e-05,FGG
3161,11805,9.465298e-05,HMMR
9612,23256,9.4590476e-05,NCOR2
2321,7135,9.4532996e-05,FLT1
5933,19973,9.449444e-05,RBL1
1645,7034,9.4451236e-05,AKR1C1
5315,14702,9.4438896e-05,PKM
871,21989,9.43993e-05,SERPINH1
8877,22426,9.439713e-05,SPHK1
8358,23568,9.437664e-05,H3C2
4830,14281,9.4337476e-05,NME1
1536,8473,9.432375e-05,CYBB
7855,20504,9.4322546e-05,FZD5
7272,21456,9.4318915e-05,TTK
5228,14423,9.431263e-05,PGF
4929,13654,9.429722e-05,NR4A2
3914,12622,9.427901e-05,LAMB3
9965,26245,9.426033e-05,FGF19
675,17674,9.4189134e-05,BRCA2
4953,14281,9.415939e-05,ODC1
4938,15128,9.414722e-05,OAS1
1445,7965,9.41348e-05,CSK
5552,18880,9.411265e-05,SRGN
2152,6575,9.410888e-05,F3
3978,11902,9.409857e-05,LIG1
1855,9225,9.407543e-05,DVL1
2643,10348,9.40241e-05,GCH1
5914,16571,9.402349e-05,RARA
6778,19145,9.398254e-05,STAT6
23586,10470,9.398243e-05,RIGI
5243,13408,9.392363e-05,ABCB1
1960,6567,9.38662e-05,EGR3
80781,21479,9.3785195e-05,COL18A1
3909,13238,9.3747585e-05,LAMA3
1459,5457,9.3683935e-05,CSNK2A2
5500,16852,9.36549e-05,PPP1CB
941,22493,9.3647126e-05,CD80
1634,6805,9.3589384e-05,DCN
688,17466,9.35528e-05,KLF5
51176,12564,9.352975e-05,LEF1
10253,5400,9.35031e-05,SPRY2
1759,7960,9.346311e-05,DNM1
11200,3246,9.3405084e-05,CHEK2
7248,18146,9.3403614e-05,TSC1
23657,11196,9.338771e-05,SLC7A11
123,6879,9.3344664e-05,PLIN2
5621,16718,9.332381e-05,PRNP
4128,11501,9.329939e-05,MAOA
8644,21057,9.329497e-05,AKR1C3
2273,10176,9.320291e-05,FHL1
664,17138,9.314733e-05,BNIP3
2274,10189,9.3123446e-05,FHL2
3976,12540,9.312335e-05,LIF
7184,21496,9.311886e-05,HSP90B1
5430,16592,9.309956e-05,POLR2A
331,10219,9.309794e-05,XIAP
3429,13109,9.3087045e-05,IFI27
7450,18011,9.301037e-05,VWF
